month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-01-01,1,Portable Computers,14706051072.0,3937081600.0
2024-02-01,1,Portable Computers,14304634880.0,3141811712.0
2024-03-01,1,Portable Computers,15429420032.0,3824173824.0
2024-04-01,1,Portable Computers,12830908416.0,2912717824.0
2024-05-01,1,Portable Computers,14036432896.0,3945704192.0
2024-06-01,1,Portable Computers,10748086272.0,2724701440.0
2024-07-01,1,Portable Computers,13789144064.0,3895950848.0
2024-08-01,1,Portable Computers,11954923520.0,2940808960.0
2024-09-01,1,Portable Computers,11289375744.0,2878853376.0
2024-10-01,1,Portable Computers,11705964544.0,3019308544.0
2024-11-01,1,Portable Computers,14215687168.0,3797451520.0
2024-12-01,1,Portable Computers,11568279552.0,2890822144.0
2024-01-01,2,Cooling Systems,6002630656.0,572672000.0
2024-02-01,2,Cooling Systems,6385192960.0,567326016.0
2024-03-01,2,Cooling Systems,6453726208.0,504132800.0
2024-04-01,2,Cooling Systems,6507106816.0,573319872.0
2024-05-01,2,Cooling Systems,6479928832.0,552167232.0
2024-06-01,2,Cooling Systems,6611293696.0,459883904.0
2024-07-01,2,Cooling Systems,6184896000.0,476546336.0
2024-08-01,2,Cooling Systems,6378100736.0,455755424.0
2024-09-01,2,Cooling Systems,6259915264.0,507683520.0
2024-10-01,2,Cooling Systems,6349507072.0,472035424.0
2024-11-01,2,Cooling Systems,6322889728.0,461061632.0
2024-12-01,2,Cooling Systems,6274354176.0,468920192.0
2024-01-01,3,Frozen Storage Units,1407264256.0,150081728.0
2024-02-01,3,Frozen Storage Units,1376272384.0,134450192.0
2024-03-01,3,Frozen Storage Units,1425451776.0,157763168.0
2024-04-01,3,Frozen Storage Units,1408233344.0,165150528.0
2024-05-01,3,Frozen Storage Units,1590034176.0,167655792.0
2024-06-01,3,Frozen Storage Units,1595144192.0,149300832.0
2024-07-01,3,Frozen Storage Units,1694209280.0,178681728.0
2024-08-01,3,Frozen Storage Units,1646496896.0,171977504.0
2024-09-01,3,Frozen Storage Units,1571558400.0,174272848.0
2024-10-01,3,Frozen Storage Units,1311841408.0,138838656.0
2024-11-01,3,Frozen Storage Units,1330109824.0,153443808.0
2024-12-01,3,Frozen Storage Units,1439013376.0,148252288.0
2024-01-01,4,Laundry Machines,7340506112.0,530971232.0
2024-02-01,4,Laundry Machines,6387170304.0,558482496.0
2024-03-01,4,Laundry Machines,7732314112.0,618365568.0
2024-04-01,4,Laundry Machines,7869861888.0,572680000.0
2024-05-01,4,Laundry Machines,8393820160.0,645038720.0
2024-06-01,4,Laundry Machines,8050160640.0,662486336.0
2024-07-01,4,Laundry Machines,6201079296.0,610982976.0
2024-08-01,4,Laundry Machines,7490205696.0,746001984.0
2024-09-01,4,Laundry Machines,8117311488.0,719030016.0
2024-10-01,4,Laundry Machines,7516654592.0,613263232.0
2024-11-01,4,Laundry Machines,6131460608.0,574579200.0
2024-12-01,4,Laundry Machines,7147723264.0,532083584.0
2024-01-01,5,Dish Cleaning Machines,1755442304.0,214443088.0
2024-02-01,5,Dish Cleaning Machines,1713370240.0,244200784.0
2024-03-01,5,Dish Cleaning Machines,1480396160.0,229286304.0
2024-04-01,5,Dish Cleaning Machines,1556692096.0,211736480.0
2024-05-01,5,Dish Cleaning Machines,1612483968.0,239246640.0
2024-06-01,5,Dish Cleaning Machines,1534907776.0,264430336.0
2024-07-01,5,Dish Cleaning Machines,1547268992.0,248965456.0
2024-08-01,5,Dish Cleaning Machines,1734025088.0,254972448.0
2024-09-01,5,Dish Cleaning Machines,1541842048.0,226140864.0
2024-10-01,5,Dish Cleaning Machines,1443470848.0,220423328.0
2024-11-01,5,Dish Cleaning Machines,1446238976.0,210668640.0
2024-12-01,5,Dish Cleaning Machines,1326075264.0,206135984.0
2024-01-01,6,Microwave Cookers,1444278656.0,189589616.0
2024-02-01,6,Microwave Cookers,1609963776.0,193045456.0
2024-03-01,6,Microwave Cookers,1651736192.0,207987312.0
2024-04-01,6,Microwave Cookers,1384606592.0,190934800.0
2024-05-01,6,Microwave Cookers,1558638080.0,216679120.0
2024-06-01,6,Microwave Cookers,1664054656.0,208385776.0
2024-07-01,6,Microwave Cookers,1588133120.0,205786512.0
2024-08-01,6,Microwave Cookers,1642753280.0,227811536.0
2024-09-01,6,Microwave Cookers,1434592000.0,195771744.0
2024-10-01,6,Microwave Cookers,1510650624.0,198506224.0
2024-11-01,6,Microwave Cookers,1556263680.0,203027152.0
2024-12-01,6,Microwave Cookers,1579030016.0,206675232.0
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,110236592.0
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,114985224.0
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,113439912.0
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,112471880.0
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,120096032.0
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,113240792.0
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,101085960.0
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,111926320.0
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,111474464.0
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,112453776.0
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,108552040.0
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,103495096.0
2024-01-01,8,Integrated Stovetops,1449833344.0,157509584.0
2024-02-01,8,Integrated Stovetops,1711590912.0,216230224.0
2024-03-01,8,Integrated Stovetops,1666352896.0,156649936.0
2024-04-01,8,Integrated Stovetops,1393323648.0,135246960.0
2024-05-01,8,Integrated Stovetops,1622591872.0,142308352.0
2024-06-01,8,Integrated Stovetops,1302123520.0,135343136.0
2024-07-01,8,Integrated Stovetops,1497930240.0,143349248.0
2024-08-01,8,Integrated Stovetops,1470772480.0,145484864.0
2024-09-01,8,Integrated Stovetops,1495106688.0,144066880.0
2024-10-01,8,Integrated Stovetops,1528341248.0,138064880.0
2024-11-01,8,Integrated Stovetops,1385182848.0,138391168.0
2024-12-01,8,Integrated Stovetops,1469059584.0,136498592.0
2024-01-01,9,Cooking Appliances,1569735168.0,141992160.0
2024-02-01,9,Cooking Appliances,1562238848.0,161981312.0
2024-03-01,9,Cooking Appliances,1488197120.0,189111776.0
2024-04-01,9,Cooking Appliances,1456298368.0,144102800.0
2024-05-01,9,Cooking Appliances,1452864128.0,159388400.0
2024-06-01,9,Cooking Appliances,1491250944.0,148563424.0
2024-07-01,9,Cooking Appliances,1600636672.0,159216272.0
2024-08-01,9,Cooking Appliances,1481107200.0,164482464.0
2024-09-01,9,Cooking Appliances,1364549376.0,174293792.0
2024-10-01,9,Cooking Appliances,1484070656.0,172935760.0
2024-11-01,9,Cooking Appliances,1493453568.0,165634528.0
2024-12-01,9,Cooking Appliances,1502454400.0,162899824.0
2024-01-01,10,Baking Ovens,1487863424.0,141160592.0
2024-02-01,10,Baking Ovens,1455299328.0,153774256.0
2024-03-01,10,Baking Ovens,1330232064.0,137716832.0
2024-04-01,10,Baking Ovens,1433607808.0,132817256.0
2024-05-01,10,Baking Ovens,1298537984.0,116493192.0
2024-06-01,10,Baking Ovens,1246087936.0,123605144.0
2024-07-01,10,Baking Ovens,1376706176.0,132310512.0
2024-08-01,10,Baking Ovens,1530380032.0,133298952.0
2024-09-01,10,Baking Ovens,1504382848.0,138569920.0
2024-10-01,10,Baking Ovens,1375610112.0,143351520.0
2024-11-01,10,Baking Ovens,1533145472.0,135532192.0
2024-12-01,10,Baking Ovens,1238004480.0,152367600.0
2024-01-01,11,Climate Control Units,1000000000.0,134654832.0
2024-02-01,11,Climate Control Units,1000000000.0,138807920.0
2024-03-01,11,Climate Control Units,1000000000.0,133788904.0
2024-04-01,11,Climate Control Units,1000000000.0,147286752.0
2024-05-01,11,Climate Control Units,1000000000.0,141097376.0
2024-06-01,11,Climate Control Units,1000000000.0,142241760.0
2024-07-01,11,Climate Control Units,1000000000.0,134511104.0
2024-08-01,11,Climate Control Units,1000000000.0,141291584.0
2024-09-01,11,Climate Control Units,1000000000.0,138738624.0
2024-10-01,11,Climate Control Units,1000000000.0,143212736.0
2024-11-01,11,Climate Control Units,1000000000.0,142284544.0
2024-12-01,11,Climate Control Units,1000000000.0,145035760.0
2024-01-01,13,Digital Tablets,3047547392.0,453515392.0
2024-02-01,13,Digital Tablets,3320563200.0,451348320.0
2024-03-01,13,Digital Tablets,3678013952.0,441172960.0
2024-04-01,13,Digital Tablets,3199063296.0,389627680.0
2024-05-01,13,Digital Tablets,3429833984.0,432006624.0
2024-06-01,13,Digital Tablets,2873463040.0,377745536.0
2024-07-01,13,Digital Tablets,2622125056.0,359929312.0
2024-08-01,13,Digital Tablets,2588188160.0,346304768.0
2024-09-01,13,Digital Tablets,3095375872.0,427575648.0
2024-10-01,13,Digital Tablets,3220153088.0,450351872.0
2024-11-01,13,Digital Tablets,3447060992.0,454362368.0
2024-12-01,13,Digital Tablets,3163206656.0,391858688.0
2024-01-01,14,Display Screens,1391921280.0,595361856.0
2024-02-01,14,Display Screens,1369158528.0,600879040.0
2024-03-01,14,Display Screens,1386690688.0,594680000.0
2024-04-01,14,Display Screens,1381468800.0,533411648.0
2024-05-01,14,Display Screens,1356729344.0,525287552.0
2024-06-01,14,Display Screens,1423996928.0,584500352.0
2024-07-01,14,Display Screens,1567637760.0,628552000.0
2024-08-01,14,Display Screens,1546771968.0,496644640.0
2024-09-01,14,Display Screens,1366716032.0,511288384.0
2024-10-01,14,Display Screens,1290808448.0,534806848.0
2024-11-01,14,Display Screens,1377708544.0,512565344.0
2024-12-01,14,Display Screens,1269746560.0,539411648.0
2024-01-01,15,Mobile Phones & Refurbished Devices,37637648384.0,2185414400.0
2024-02-01,15,Mobile Phones & Refurbished Devices,41331843072.0,2173756160.0
2024-03-01,15,Mobile Phones & Refurbished Devices,35013849088.0,2022607360.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44614627328.0,2158919936.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35808845824.0,1815522304.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35596070912.0,2287291136.0
2024-07-01,15,Mobile Phones & Refurbished Devices,38208688128.0,2256859648.0
2024-08-01,15,Mobile Phones & Refurbished Devices,44529913856.0,2476927488.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39521800192.0,2057922432.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43898015744.0,2392421376.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36352618496.0,2160836608.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37993967616.0,2327614464.0
2024-01-01,16,Flat-Screen TVs,9511605248.0,752001984.0
2024-02-01,16,Flat-Screen TVs,12152275968.0,999686080.0
2024-03-01,16,Flat-Screen TVs,11888838656.0,1065476800.0
2024-04-01,16,Flat-Screen TVs,10447203328.0,983275072.0
2024-05-01,16,Flat-Screen TVs,11278239744.0,864775296.0
2024-06-01,16,Flat-Screen TVs,9543585792.0,668402368.0
2024-07-01,16,Flat-Screen TVs,9451465728.0,880797504.0
2024-08-01,16,Flat-Screen TVs,10692854784.0,1171316736.0
2024-09-01,16,Flat-Screen TVs,12225012736.0,1153832448.0
2024-10-01,16,Flat-Screen TVs,10672033792.0,1032482240.0
2024-11-01,16,Flat-Screen TVs,10616357888.0,1079796480.0
2024-12-01,16,Flat-Screen TVs,10295990272.0,880656512.0
2024-01-01,17,Floor Cleaning Devices,4217233664.0,649626688.0
2024-02-01,17,Floor Cleaning Devices,4159838976.0,729724160.0
2024-03-01,17,Floor Cleaning Devices,4681595392.0,720031232.0
2024-04-01,17,Floor Cleaning Devices,4726314496.0,807742784.0
2024-05-01,17,Floor Cleaning Devices,4839509504.0,814869248.0
2024-06-01,17,Floor Cleaning Devices,4914943488.0,776955136.0
2024-07-01,17,Floor Cleaning Devices,4821417472.0,809632320.0
2024-08-01,17,Floor Cleaning Devices,4615159296.0,654185152.0
2024-09-01,17,Floor Cleaning Devices,4404452864.0,679910720.0
2024-10-01,17,Floor Cleaning Devices,4468471808.0,688103424.0
2024-11-01,17,Floor Cleaning Devices,4984461824.0,716680064.0
2024-12-01,17,Floor Cleaning Devices,4384102400.0,737898560.0
2024-01-01,18,Fabric Care Appliances,1754698112.0,259849360.0
2024-02-01,18,Fabric Care Appliances,1562116224.0,173103088.0
2024-03-01,18,Fabric Care Appliances,1596717824.0,231167104.0
2024-04-01,18,Fabric Care Appliances,1488237056.0,234732352.0
2024-05-01,18,Fabric Care Appliances,1499001600.0,219187536.0
2024-06-01,18,Fabric Care Appliances,1760060416.0,257025216.0
2024-07-01,18,Fabric Care Appliances,1446521728.0,247310432.0
2024-08-01,18,Fabric Care Appliances,1495196800.0,251413664.0
2024-09-01,18,Fabric Care Appliances,1549580032.0,248504288.0
2024-10-01,18,Fabric Care Appliances,1481467008.0,243492080.0
2024-11-01,18,Fabric Care Appliances,1822839168.0,266833952.0
2024-12-01,18,Fabric Care Appliances,1624463744.0,266348320.0
2024-01-01,19,Electric Cookware,1000000000.0,152495040.0
2024-02-01,19,Electric Cookware,1000000000.0,156804128.0
2024-03-01,19,Electric Cookware,1000000000.0,137735616.0
2024-04-01,19,Electric Cookware,1000000000.0,155839984.0
2024-05-01,19,Electric Cookware,1000000000.0,157045936.0
2024-06-01,19,Electric Cookware,1000000000.0,139316912.0
2024-07-01,19,Electric Cookware,1000000000.0,145071488.0
2024-08-01,19,Electric Cookware,1000000000.0,144133776.0
2024-09-01,19,Electric Cookware,1000000000.0,147987120.0
2024-10-01,19,Electric Cookware,1000000000.0,148290112.0
2024-11-01,19,Electric Cookware,1000000000.0,148378016.0
2024-12-01,19,Electric Cookware,1000000000.0,136058160.0
2024-01-01,21,Smart Wearables,2484538112.0,217626880.0
2024-02-01,21,Smart Wearables,2602899968.0,241050640.0
2024-03-01,21,Smart Wearables,2610564096.0,212573632.0
2024-04-01,21,Smart Wearables,2623928320.0,184000640.0
2024-05-01,21,Smart Wearables,2499446784.0,228074336.0
2024-06-01,21,Smart Wearables,2415344640.0,217317040.0
2024-07-01,21,Smart Wearables,2540876032.0,186550160.0
2024-08-01,21,Smart Wearables,2439202048.0,167113056.0
2024-09-01,21,Smart Wearables,2348162048.0,189492464.0
2024-10-01,21,Smart Wearables,2676155904.0,211628752.0
2024-11-01,21,Smart Wearables,2395384320.0,186363840.0
2024-12-01,21,Smart Wearables,2370586112.0,191964896.0
2024-01-01,23,Hot Beverage Machines,1593701888.0,294536000.0
2024-02-01,23,Hot Beverage Machines,1482156928.0,326259200.0
2024-03-01,23,Hot Beverage Machines,1475537024.0,324354848.0
2024-04-01,23,Hot Beverage Machines,1434775936.0,279360352.0
2024-05-01,23,Hot Beverage Machines,1597372416.0,314190080.0
2024-06-01,23,Hot Beverage Machines,1403358336.0,288456416.0
2024-07-01,23,Hot Beverage Machines,1350157952.0,281295424.0
2024-08-01,23,Hot Beverage Machines,1468724096.0,281385856.0
2024-09-01,23,Hot Beverage Machines,1404702976.0,280040192.0
2024-10-01,23,Hot Beverage Machines,1527342208.0,270150400.0
2024-11-01,23,Hot Beverage Machines,1439257088.0,259622928.0
2024-12-01,23,Hot Beverage Machines,1449904128.0,272813312.0
2024-01-01,26,Kitchen Prep Appliances,1542875904.0,225301024.0
2024-02-01,26,Kitchen Prep Appliances,1501248384.0,223598384.0
2024-03-01,26,Kitchen Prep Appliances,1544293760.0,248257808.0
2024-04-01,26,Kitchen Prep Appliances,1720904832.0,225808208.0
2024-05-01,26,Kitchen Prep Appliances,1550595200.0,239414336.0
2024-06-01,26,Kitchen Prep Appliances,1594770432.0,239666128.0
2024-07-01,26,Kitchen Prep Appliances,1580296064.0,234463760.0
2024-08-01,26,Kitchen Prep Appliances,1710268672.0,247399504.0
2024-09-01,26,Kitchen Prep Appliances,1454679296.0,251860896.0
2024-10-01,26,Kitchen Prep Appliances,1604501120.0,231398304.0
2024-11-01,26,Kitchen Prep Appliances,1302040832.0,212790800.0
2024-12-01,26,Kitchen Prep Appliances,1692785920.0,241442976.0
2024-01-01,27,Electric Razors,1000000000.0,272539872.0
2024-02-01,27,Electric Razors,1000000000.0,271431264.0
2024-03-01,27,Electric Razors,1000000000.0,246717264.0
2024-04-01,27,Electric Razors,1000000000.0,276063264.0
2024-05-01,27,Electric Razors,1000000000.0,255294352.0
2024-06-01,27,Electric Razors,1000000000.0,254691312.0
2024-07-01,27,Electric Razors,1000000000.0,249425632.0
2024-08-01,27,Electric Razors,1000000000.0,264645600.0
2024-09-01,27,Electric Razors,1000000000.0,259845440.0
2024-10-01,27,Electric Razors,1000000000.0,256276832.0
2024-11-01,27,Electric Razors,1000000000.0,264695520.0
2024-12-01,27,Electric Razors,1000000000.0,265735200.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,222600848.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,221817648.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,210869152.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,222065520.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,217399824.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,207915488.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,209777184.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,221085184.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,204057040.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,203275792.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,205484560.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,211778576.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133316224.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130629848.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135866992.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137012704.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132617992.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136590464.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139024496.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138548608.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138934944.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137052928.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135434256.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135399280.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,151120896.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,152890752.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163434944.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,153079776.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,152833072.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,149352176.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,149408128.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,164063024.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,153922496.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,156872592.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,149614080.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,166293024.0
2024-01-01,36,Mice & Keyboards,1534680576.0,446886432.0
2024-02-01,36,Mice & Keyboards,1436080256.0,440250528.0
2024-03-01,36,Mice & Keyboards,1488322816.0,467708096.0
2024-04-01,36,Mice & Keyboards,1463485184.0,430810240.0
2024-05-01,36,Mice & Keyboards,1461006720.0,431353952.0
2024-06-01,36,Mice & Keyboards,1469548416.0,375226144.0
2024-07-01,36,Mice & Keyboards,1467282688.0,422169760.0
2024-08-01,36,Mice & Keyboards,1426454912.0,358400608.0
2024-09-01,36,Mice & Keyboards,1461997696.0,395953248.0
2024-10-01,36,Mice & Keyboards,1507516160.0,420368064.0
2024-11-01,36,Mice & Keyboards,1391599872.0,470716288.0
2024-12-01,36,Mice & Keyboards,1726403968.0,426961568.0
2024-01-01,39,Desktop Computers,1572251392.0,404523040.0
2024-02-01,39,Desktop Computers,1401311744.0,407220160.0
2024-03-01,39,Desktop Computers,1578458240.0,385693056.0
2024-04-01,39,Desktop Computers,1567004928.0,470712736.0
2024-05-01,39,Desktop Computers,1692968448.0,459451104.0
2024-06-01,39,Desktop Computers,1584484480.0,508139648.0
2024-07-01,39,Desktop Computers,1684366592.0,549584896.0
2024-08-01,39,Desktop Computers,1749356672.0,509417376.0
2024-09-01,39,Desktop Computers,1588573312.0,433919264.0
2024-10-01,39,Desktop Computers,1844818560.0,501179680.0
2024-11-01,39,Desktop Computers,1815968384.0,475249120.0
2024-12-01,39,Desktop Computers,1608091008.0,406552992.0
2024-01-01,40,Audio Headsets,2767025920.0,377291424.0
2024-02-01,40,Audio Headsets,2765075712.0,356566816.0
2024-03-01,40,Audio Headsets,4165003520.0,537490624.0
2024-04-01,40,Audio Headsets,4201195264.0,474856800.0
2024-05-01,40,Audio Headsets,3738243584.0,597466432.0
2024-06-01,40,Audio Headsets,3810386432.0,424584128.0
2024-07-01,40,Audio Headsets,4483204608.0,642776128.0
2024-08-01,40,Audio Headsets,3803607296.0,411151840.0
2024-09-01,40,Audio Headsets,3529455872.0,383420864.0
2024-10-01,40,Audio Headsets,3608563712.0,438167648.0
2024-11-01,40,Audio Headsets,3146331136.0,403173920.0
2024-12-01,40,Audio Headsets,3641072640.0,583721792.0
2024-01-01,43,Communication Gadgets,1506855424.0,334643840.0
2024-02-01,43,Communication Gadgets,1726935296.0,352569632.0
2024-03-01,43,Communication Gadgets,1794152704.0,314685376.0
2024-04-01,43,Communication Gadgets,1720045952.0,318829568.0
2024-05-01,43,Communication Gadgets,1693531648.0,247332208.0
2024-06-01,43,Communication Gadgets,1772646144.0,345242400.0
2024-07-01,43,Communication Gadgets,1675604224.0,326348608.0
2024-08-01,43,Communication Gadgets,1666718336.0,338989504.0
2024-09-01,43,Communication Gadgets,1461676288.0,309769344.0
2024-10-01,43,Communication Gadgets,1615029376.0,309769344.0
2024-11-01,43,Communication Gadgets,1483308928.0,349304416.0
2024-12-01,43,Communication Gadgets,1573284096.0,314651520.0
